AcedamicpercentageinOperating Systems,percentageinAlgorithms,PercentageinProgrammingConcepts,PercentageinSoftwareEngineering,PercentageinComputerNetworks,hackathons,codingskillsrating,certifications,talentteststaken,olympiads,memorycapabilityscore,Interestedsubjects,Typeofcompanywanttosettlein,ManagementorTechnical,workedinteamsever,SuggestedJobRole
86,92,60,90,91,5,8,information security,yes,yes,excellent,programming,BPA,Management,no,Web Developer
65,67,75,84,61,1,9,information security,yes,yes,medium,Computer Architecture,SAaS services,Technical,yes,UX Designer
71,69,77,85,62,1,6,shell programming,yes,no,poor,parallel computing,SAaS services,Management,no,Information Security Analyst
73,93,75,65,81,0,6,distro making,yes,no,medium,Computer Architecture,Service Based,Technical,no,E-Commerce Analyst
68,72,71,70,63,0,7,r programming,no,no,poor,IOT,SAaS services,Technical,yes,Business Intelligence Analyst
93,71,82,89,82,4,8,distro making,yes,yes,medium,data engineering,BPA,Technical,no,UX Designer
86,92,89,72,67,5,5,distro making,no,no,medium,cloud computing,Web Services,Technical,yes,Data Architect
71,87,71,92,61,6,3,python,no,no,medium,networks,Cloud Services,Management,no,Database Developer
85,61,84,61,90,6,1,app development,yes,no,poor,programming,product development,Management,yes,Database Manager
67,93,72,65,62,2,1,information security,yes,no,poor,Software Engineering,Testing and Maintainance Services,Management,no,Information Technology Auditor
78,92,91,84,80,3,2,app development,no,no,medium,cloud computing,SAaS services,Management,no,Software Systems Engineer
62,73,86,70,65,3,6,shell programming,no,no,poor,IOT,Product based,Management,no,Programmer Analyst
93,81,93,71,76,5,7,r programming,no,yes,excellent,IOT,Sales and Marketing,Management,yes,CRM Technical Developer
71,76,60,76,74,1,3,r programming,no,no,medium,networks,Product based,Technical,yes,Network Security Administrator
67,65,86,86,70,3,3,information security,no,no,poor,Software Engineering,Cloud Services,Technical,yes,Quality Assurance Associate
65,70,62,66,64,5,9,r programming,no,yes,medium,programming,Finance,Technical,yes,Mobile Applications Developer
62,78,80,76,81,1,7,machine learning,yes,no,excellent,Management,product development,Technical,no,Database Manager
92,86,84,64,93,0,5,distro making,yes,yes,medium,data engineering,Finance,Technical,yes,Network Security Administrator
84,69,72,91,84,5,3,python,no,no,poor,Computer Architecture,SAaS services,Management,no,Information Technology Manager
61,74,89,74,83,5,2,machine learning,no,no,excellent,cloud computing,Finance,Management,yes,Systems Analyst
94,64,88,67,73,5,8,r programming,yes,no,excellent,programming,Sales and Marketing,Management,yes,Network Security Engineer
78,91,82,79,78,2,5,shell programming,yes,no,excellent,networks,Service Based,Technical,no,Technical Support
80,68,85,63,92,4,8,python,no,yes,medium,parallel computing,BPA,Technical,no,Data Architect
66,90,87,65,83,1,9,information security,no,no,poor,Software Engineering,Web Services,Technical,yes,Network Security Administrator
78,69,71,88,78,3,4,full stack,yes,yes,excellent,parallel computing,product development,Management,yes,Information Technology Auditor
61,84,77,61,68,2,5,information security,no,yes,medium,hacking,product development,Management,no,Business Systems Analyst
74,75,72,64,74,0,1,machine learning,yes,yes,medium,parallel computing,Cloud Services,Management,yes,Applications Developer
65,60,78,89,75,5,4,app development,yes,no,poor,parallel computing,BPA,Technical,no,Data Architect
79,82,81,84,83,0,9,machine learning,no,yes,poor,networks,Sales and Marketing,Technical,no,Business Intelligence Analyst
84,81,88,87,74,2,2,information security,yes,yes,excellent,Software Engineering,Cloud Services,Technical,no,Data Architect
82,70,64,85,79,2,2,machine learning,no,yes,excellent,programming,Testing and Maintainance Services,Technical,no,Software Quality Assurance (QA) / Testing
88,73,84,71,78,6,5,hadoop,no,yes,excellent,programming,product development,Technical,no,Business Systems Analyst
90,74,88,75,75,2,7,machine learning,yes,yes,poor,cloud computing,SAaS services,Management,yes,Software Engineer
67,73,81,71,84,3,1,distro making,yes,no,medium,Management,Product based,Management,no,Project Manager
79,87,80,66,92,6,7,information security,yes,no,poor,hacking,Sales and Marketing,Technical,no,E-Commerce Analyst
91,91,75,87,68,4,2,information security,yes,no,excellent,IOT,Testing and Maintainance Services,Technical,no,Database Manager
74,77,78,92,73,4,9,information security,no,yes,excellent,networks,Product based,Technical,no,Database Developer
69,74,92,65,93,0,4,information security,no,no,medium,data engineering,Testing and Maintainance Services,Technical,no,Systems Analyst
87,78,65,81,91,1,8,hadoop,yes,yes,excellent,Management,Service Based,Technical,no,Web Developer
91,67,93,69,70,0,3,distro making,no,yes,poor,Software Engineering,Testing and Maintainance Services,Technical,no,Information Technology Auditor
81,86,72,68,65,4,8,machine learning,no,yes,medium,hacking,Testing and Maintainance Services,Technical,yes,Solutions Architect
87,89,65,90,62,0,6,distro making,yes,yes,medium,programming,Testing and Maintainance Services,Technical,yes,Solutions Architect
82,64,62,66,61,1,3,information security,no,no,poor,parallel computing,Service Based,Technical,no,Solutions Architect
87,65,63,87,63,6,8,python,yes,no,excellent,Management,Sales and Marketing,Technical,yes,Information Security Analyst
66,78,90,77,87,0,8,python,yes,yes,poor,data engineering,Finance,Management,no,Business Systems Analyst
67,69,78,83,90,6,9,shell programming,yes,no,excellent,parallel computing,Web Services,Technical,yes,Software Developer
74,87,64,91,76,3,9,information security,no,no,excellent,Computer Architecture,Finance,Technical,yes,Technical Engineer
92,60,65,63,74,6,1,distro making,no,no,medium,IOT,Cloud Services,Technical,yes,Systems Security Administrator
66,77,81,85,92,5,3,python,no,no,medium,parallel computing,Sales and Marketing,Management,no,Portal Administrator
86,88,72,77,94,5,9,shell programming,no,no,excellent,cloud computing,Web Services,Management,yes,Network Security Engineer
76,72,63,77,87,4,6,hadoop,no,yes,medium,Computer Architecture,Finance,Management,yes,Software Engineer
91,76,89,74,68,0,6,r programming,yes,yes,excellent,networks,Finance,Technical,yes,Database Manager
88,83,90,74,60,0,8,python,yes,no,poor,parallel computing,SAaS services,Technical,no,Information Security Analyst
92,61,76,61,67,0,4,distro making,yes,no,excellent,cloud computing,Web Services,Technical,no,Design & UX
89,61,77,90,68,0,2,app development,no,no,poor,hacking,BPA,Management,yes,Information Technology Manager
67,89,91,73,94,6,6,shell programming,yes,yes,excellent,cloud computing,Sales and Marketing,Technical,no,CRM Technical Developer
71,94,68,71,75,6,9,full stack,yes,yes,excellent,Management,Testing and Maintainance Services,Management,no,Software Developer
92,93,63,80,84,3,6,machine learning,yes,no,medium,Computer Architecture,Sales and Marketing,Management,yes,Applications Developer
89,68,60,91,63,2,2,python,yes,no,excellent,data engineering,BPA,Management,no,Solutions Architect
62,69,91,94,79,0,2,full stack,yes,no,excellent,IOT,Service Based,Management,no,Information Technology Auditor
82,80,89,76,64,5,6,r programming,yes,no,poor,Software Engineering,BPA,Technical,no,Software Engineer
72,76,87,68,90,1,2,hadoop,no,no,excellent,cloud computing,Finance,Management,no,Quality Assurance Associate
92,71,77,82,71,5,4,hadoop,no,yes,medium,hacking,SAaS services,Management,yes,Information Technology Manager
76,62,89,73,86,4,3,shell programming,yes,no,excellent,programming,SAaS services,Technical,yes,Project Manager
72,61,82,65,81,3,7,information security,no,no,excellent,programming,Service Based,Technical,yes,Information Technology Manager
82,92,60,64,83,4,1,r programming,yes,yes,medium,Software Engineering,BPA,Management,no,Network Security Engineer
89,90,88,79,77,0,1,full stack,no,no,poor,networks,BPA,Management,yes,Information Security Analyst
88,88,93,68,86,5,5,information security,no,no,excellent,IOT,Finance,Technical,no,Solutions Architect
76,66,91,86,73,6,5,full stack,no,yes,poor,Management,SAaS services,Technical,no,Portal Administrator
63,61,85,64,63,1,1,machine learning,yes,yes,excellent,programming,Cloud Services,Technical,yes,Applications Developer
61,77,73,87,76,0,7,python,no,no,poor,cloud computing,BPA,Technical,no,Applications Developer
92,66,75,88,76,0,7,machine learning,yes,no,poor,IOT,BPA,Technical,no,Software Developer
90,83,93,68,94,1,7,full stack,yes,no,medium,parallel computing,BPA,Technical,yes,Systems Security Administrator
67,61,91,91,83,5,1,hadoop,yes,no,poor,data engineering,Service Based,Technical,no,Project Manager
85,61,63,87,93,0,4,python,no,no,excellent,networks,Web Services,Technical,no,Software Developer
63,94,82,64,80,1,5,shell programming,yes,yes,poor,hacking,Product based,Technical,no,Network Security Administrator
92,80,89,80,80,3,1,hadoop,yes,no,excellent,Software Engineering,Testing and Maintainance Services,Management,yes,CRM Business Analyst
79,64,79,77,75,3,3,machine learning,no,yes,medium,cloud computing,BPA,Management,no,Systems Security Administrator
85,88,91,67,86,5,2,python,yes,yes,excellent,networks,product development,Management,no,Mobile Applications Developer
91,67,90,82,84,2,4,shell programming,no,yes,excellent,programming,Testing and Maintainance Services,Management,no,Portal Administrator
84,92,73,84,80,0,2,r programming,no,no,poor,IOT,Testing and Maintainance Services,Management,no,E-Commerce Analyst
88,83,71,78,73,1,3,r programming,no,yes,poor,Management,product development,Management,yes,Business Intelligence Analyst
64,86,93,91,74,0,2,python,yes,yes,medium,parallel computing,Service Based,Technical,yes,Technical Services/Help Desk/Tech Support
75,94,66,61,61,3,8,full stack,no,no,excellent,cloud computing,Cloud Services,Management,yes,Applications Developer
62,61,88,75,93,5,8,machine learning,no,no,medium,programming,Web Services,Management,yes,CRM Business Analyst
73,93,79,70,61,6,5,app development,no,yes,medium,networks,Product based,Management,no,CRM Business Analyst
92,93,86,60,73,6,6,information security,yes,no,medium,parallel computing,Sales and Marketing,Technical,no,Quality Assurance Associate
67,70,81,69,68,2,2,r programming,yes,no,poor,networks,Service Based,Management,no,Project Manager
82,93,60,90,87,1,6,shell programming,yes,no,medium,Management,Service Based,Technical,no,Web Developer
72,88,61,80,64,6,8,distro making,yes,yes,medium,parallel computing,Sales and Marketing,Management,no,UX Designer
74,68,74,77,68,5,6,full stack,yes,no,poor,parallel computing,product development,Management,yes,CRM Technical Developer
69,62,77,61,69,0,2,app development,yes,yes,poor,networks,product development,Management,yes,Information Security Analyst
80,64,91,92,78,0,4,python,no,no,poor,Management,Sales and Marketing,Technical,no,CRM Technical Developer
63,86,64,66,83,6,6,r programming,yes,no,poor,Software Engineering,Service Based,Technical,yes,Network Security Administrator
82,72,77,74,73,0,2,distro making,no,yes,poor,Software Engineering,SAaS services,Technical,no,Systems Security Administrator
91,62,63,60,84,0,4,app development,no,yes,medium,Software Engineering,Service Based,Technical,no,Design & UX
93,65,90,89,63,3,9,information security,yes,no,medium,IOT,product development,Technical,yes,Database Manager
94,72,62,90,92,1,9,hadoop,no,no,poor,hacking,Service Based,Technical,yes,Database Administrator
67,87,81,66,93,4,5,information security,yes,yes,medium,cloud computing,Sales and Marketing,Management,no,Business Systems Analyst
86,92,94,81,60,6,4,machine learning,no,no,poor,networks,Finance,Management,yes,CRM Technical Developer
83,83,73,69,94,2,7,distro making,no,no,medium,data engineering,Finance,Management,yes,Network Security Engineer
64,73,73,73,89,3,5,machine learning,no,no,poor,parallel computing,Testing and Maintainance Services,Technical,yes,Programmer Analyst
74,60,79,91,84,1,1,hadoop,no,yes,medium,IOT,Service Based,Technical,no,Programmer Analyst
75,71,89,63,74,5,3,machine learning,no,no,excellent,networks,Finance,Technical,yes,UX Designer
64,83,67,68,71,4,3,r programming,no,yes,excellent,Computer Architecture,SAaS services,Technical,yes,Network Security Administrator
90,80,60,77,69,0,5,app development,yes,no,poor,IOT,product development,Technical,no,Network Security Engineer
84,73,77,69,85,4,5,machine learning,yes,no,excellent,Management,Product based,Management,no,Software Quality Assurance (QA) / Testing
71,70,68,91,89,3,9,hadoop,yes,no,poor,parallel computing,Finance,Technical,yes,Software Developer
77,64,60,70,83,5,6,full stack,yes,yes,medium,Computer Architecture,BPA,Technical,yes,Quality Assurance Associate
60,89,94,89,80,1,3,r programming,no,yes,poor,Management,BPA,Management,no,Technical Support
73,85,81,70,77,5,8,information security,yes,yes,poor,Software Engineering,Sales and Marketing,Management,yes,Network Security Administrator
77,81,60,90,64,4,1,shell programming,yes,no,excellent,parallel computing,BPA,Technical,yes,Business Systems Analyst
87,61,93,93,62,2,2,hadoop,yes,no,medium,data engineering,Finance,Technical,yes,Software Systems Engineer
66,90,89,65,83,2,2,machine learning,yes,yes,medium,data engineering,SAaS services,Technical,yes,Technical Services/Help Desk/Tech Support
70,63,81,82,62,2,6,information security,no,yes,excellent,cloud computing,SAaS services,Technical,yes,Business Systems Analyst
85,89,62,72,61,6,4,distro making,yes,no,poor,programming,SAaS services,Management,yes,Web Developer
76,78,73,87,63,6,3,python,no,no,medium,Computer Architecture,BPA,Technical,yes,Data Architect
80,90,60,75,77,2,8,app development,yes,yes,poor,Computer Architecture,Finance,Management,no,Information Technology Auditor
61,67,71,70,67,6,6,information security,no,yes,medium,cloud computing,product development,Management,no,E-Commerce Analyst
66,64,88,86,83,4,5,machine learning,yes,no,medium,IOT,Service Based,Management,yes,Quality Assurance Associate
81,85,86,60,88,3,8,python,yes,no,medium,data engineering,Web Services,Management,no,Information Technology Manager
92,81,80,75,87,2,4,full stack,no,no,poor,data engineering,Cloud Services,Technical,yes,Design & UX
74,64,80,94,77,3,4,python,yes,no,excellent,parallel computing,SAaS services,Technical,no,Solutions Architect
81,70,60,69,94,5,8,full stack,no,yes,excellent,data engineering,Sales and Marketing,Technical,no,Mobile Applications Developer
83,68,60,86,87,2,2,information security,no,yes,poor,hacking,Web Services,Management,yes,Software Systems Engineer
93,85,74,81,90,3,1,hadoop,yes,no,excellent,data engineering,Testing and Maintainance Services,Technical,yes,Design & UX
81,70,89,65,80,3,9,hadoop,no,yes,medium,networks,Service Based,Management,yes,Network Security Engineer
66,92,81,60,73,6,5,machine learning,yes,yes,excellent,data engineering,Testing and Maintainance Services,Management,no,Information Technology Auditor
88,70,68,60,72,6,1,machine learning,no,yes,excellent,data engineering,product development,Management,no,Software Systems Engineer
